tag,Q,A,src
talk,3년전 잠시 만난 전여친이 카톡 좋아요 누르기,무슨기능인지 몰라서 실수로 눌렀나봐,fmkorea
talk,ㅋㅋㅋ 우리 아빠 코수술 하러 간대,ㅋㅋ귀여우시네,fmkorea
talk,요즘 알바로 초딩들 가르치고있음,멋지구만,fmkorea
question,관심 있는데 덤덤한척 하는건 바보같을까요?,왜 좋아하는데 좋아한다고 말을 못혀 ,fmkorea
talk,헤헤헤 오랜만에 아버지한테 전화가 왔네요,힘내십셔 분명 다시 일어날수있을겁니다,fmkorea
talk,이제 완전 핫팩의 계절이다,핫팩 없으면 못버텽,fmkorea
talk,보내고 껐는데 오타만 없었으면 좋겠다,카톡 고백 했니 혹시?,fmkorea
datecourse,혹시 한국영화에 영어자막 넣어서 상영해주는 영화관도 있나요?,난 보진 못했음,fmkorea
talk,칭하 20잔마혔다,ㄴㅋㅋㅌㅋㅋㅋ,fmkorea
talk,요즘 평일에 롯데월드 에버랜드 사람 많나요,저번주 화요일에 갔다 아틀란디스 두시간 넘게 기다림 방학해서 사람 많음,fmkorea
talk,애기가 하루하루 크는게 너무 보기 좋음,부럽다 ㅠㅠ 애기 낳고 싶다,fmkorea
talk,혹시 옆모습 앞모습 많이 차이 나는 사람 있나요?,인정 시간 낭비하고 싶지도않고 감정 소모하기 싫음,fmkorea
question,고백실패이후 사과?,사과하면 찌질의 끝,fmkorea
talk,남사친하고 놀고 집 가는 중,남사친 : 또다시 얘랑 사귈일을 절대 없는 하루였다,fmkorea
talk,하루 종일 너란 바닷속을 헤엄치는,헤엄 멈춰!,fmkorea
talk,발 예쁜 여자 진짜 드물지 않음?,발은 상시 쓰이니,fmkorea
talk,여친 지금 예민한 상태라 뭔가 기분이 좋아지게 해주고 싶은데,커피케잌 키프티콘 어떠세염,fmkorea
question,님들 돈안나가는 데이트 뭐가 있나요,PARK,fmkorea
talk,최근 이혼 예능 보고 든 생각,결혼은 배려 존중 이해가 중요한듯 저런 마인드면 혼자살아야지,fmkorea
datecourse,데이트 코스 추천좀요!,원데이클래스로 접시나 컵 만드는거 어떰,fmkorea
question,남자친구가 헤어지제,헤어지자할땐 이미 좀 예전부터 그런듯 너무 자책하지마 세상엔 사람많다,fmkorea
talk,소개팅 만나기 전 대화,ㅋㅋ 맞는듯 미리 말할거 다 했으면 사귀고 좀 되면 침묵수행할거도 아니고,fmkorea
datecourse,실내 데이트 추천ㅇ,롯데몰 아쿠아리움,fmkorea
question,여자가 돈은 자기가 벌테니 집안일 열심히 해줄수있냐고 하면 어때?,예 감사합니다 룰루랄라,fmkorea
talk,엄마한테 12만원 빌렸는데 속상함,받을 수도 있는 거 아닌가? 부모가 자식한테 돈 주고 자식이 부모한테 돈 주는 건 자연스러운거에요,fmkorea
talk,확신 안주면 나 그냥 딴 얘한테 갈끄야,맞아 맞아!,fmkorea
talk,나 완전 쫄보인듯,뭘 겁내는거임? 상대가 헤어지자고 할까봐? 너말고 다른 사람이랑도 연락할까봐? 그럴거면 애초에 같이 누나 선물사러 가자고도 안함,fmkorea
talk,난 이쁘다고 느끼는거랑 연애감정이 드는거랑 다르더라,ㄹㅇ 단순히 이쁘다고 쟤랑 사귀고 싶다는 마음이 들진 않음,fmkorea
talk,하 안놀아도 좋고 업무 이야기라도 좋으니까,니가 먼저 해라 ㄱㄱ,fmkorea
talk,여자친구 선물로 애플워치 사주고싶은데 SE? 이거 사도될까요,넹 SE도 엄청 좋음,fmkorea
question,형님들 감기몸살약 추천좀요 ㅠㅠ,생강쌍화차,fmkorea
talk,여자는 직장에서 좋아하는 남자 있으면,둘이서 점심 밥 먹으로 갈 약속 잡고 밥 먹을땐 사적인 질문 많이 하더라고요,fmkorea
question,돈 아끼는 모습 보여주다가 썸녀한테 돈 쓰면 좋아하나요,나이에따라 다를듯,fmkorea
question,짝녀 생일이 다가온다,카카오톡 선물하기 스타벅스 3만원 짜리 ㄱㄱ,fmkorea
question,번호 딴 여자가 묻는 말에만 대답하면 어떻게 답장해야 될까요?,약속부터 잡아봐야 알 것 같아요,fmkorea
datecourse,"짝녀랑 전시회 가는데 팁좀 주십셔,,,,",혹시 무슨 전시회가시나요?,fmkorea
question,여친이 같이 먹기로 음식 이틀전에 자기 친구랑 먹으면 화남?,화까진 아니더라도 서운할수는 있지,fmkorea
question,강남역 근처 축구 볼만한 곳 있을까?,더블린테라스? 근데 티비 많이는 없음,fmkorea
question,고백차였다ㅠㅠ,반은 상대방 책임도 있다본다,fmkorea
talk,나도 모르게 그사람을 좋아하는건가?,ㅇㅇ좋아하는거임 ㅋㅋ,fmkorea
talk,정훈장교처럼 생겼다고하면 무슨 느낌인줄 감이와?,순간 김장훈 닮았다는 줄,fmkorea
talk,유튜브에 뉴진스가 너무 많이 뜸,보기 좋더라 근데 나이차이가 이제 너무 많이나더라 아이돌이랑,fmkorea
breakup,전역할때 돼니까 전여친한테 연락이 왔어요,참 묘할떄 왔넹 힘내,fmkorea
talk,퇴근 후 타로점 이별 운 보고 왔는데,점보는건 그냥 재미삼아 하는거 아닌가,fmkorea
talk,감성 터지는 새벽이네유ㅠ,아침되면 우울한감정 다사라집니다 얼릉 주무세요,fmkorea
talk,그냥 동기누나랑 카톡하는데 1이 안지워지는거 내가 예밍한걸까,ㄴㄴ 걍 안읽씹인듯 다시 카톡하면 또 읽고 카톡 잘 될수도?,fmkorea
talk,07시 부터 아침 헬스 땡기고 집가는중,왜 우리헬스장은 일요일 문닫냐,fmkorea
question,"여자친구가 INTJ,INFJ인데 가끔식은 연락 아예 안 하는 날도 있나요?",INTJ인 지인 있는데 여자치고 폰 엄청 덜 보는 편이긴 한거 같음,fmkorea
talk,여친이 나랑만나고 일찍헤어지는걸 안 아쉬워해서 아쉬움ㅋㅋ,불쌍해,fmkorea
talk,크리스마스때 한번도 여친없었는데 올해는 가능?,ㅋㅋ가능,fmkorea
breakup,장문의 문자보내고 끝냈습니다,수고많으셨어요 힘내요,fmkorea
talk,오늘 삼프터 합니당,벌써부터 달달하네요,fmkorea
datecourse,1박2일 경주여행 가는데,차렌트없고 왕복 기차라고 가정하면 조금 타이트하긴 한듯,fmkorea
talk,"15살, 20살 이상 차이 나는 바람을 보신 적 있으신가요?",주위는 아닌데 이혼 변호사한테 얘기 들은 바로는 은근 있다고,fmkorea
talk,밖에 눈 옴?,ㅇㅇ 한파주의보 떴네,fmkorea
talk,애인한테 꽃 받고싶다,꽃받아서 집오는길이 진국임 특히 지하철타면 관심 다끌려서,fmkorea
breakup,무뚝뚝한 여자친구와 이별,슬프네 그래도 잘해줘서 후회 안할거란 말이 다행이다,fmkorea
talk,고등학교 친구랑 성인돼서 연인이 되는 경우 많나요?,자주만나면,fmkorea
talk,여자한테 잘생겼다는 말은 많이 못 들어봤는데,안 잘생겨도 인기가 있는 스타일이 있자나,fmkorea
talk,크리스마스에 명동 사람 엄청 많더라,오 나도 그자리에 있었는데 ㅋㅋ 연합뉴스 촬영하는것도 봄개춥던데 사람들 대단함옷벗고 찍는 사람도 봄,fmkorea
talk,아 눈썹문신하러 처음 왔는데,자리가 협소한듯,fmkorea
talk,짝녀가 방학때 보자네요,만났을 때 다시 만날 구실을 만들어서 애프터 갑시다 화이팅,fmkorea
talk,여친과거 집착하는 사람있음?,근데 과거 중요하긴해 역사잖아,fmkorea
question,"흔녀, 훈녀 기준이라는게 있음? 사람에 따라 다르겠지만",어디서나 볼수 있는 평범한게 흔녀고 예쁘장하게 생겻다는 생각부터가 훈녀아닌가?,fmkorea
talk,조별과제 단톡방에선 뭔가 존대씀,존대가맞지,fmkorea
datecourse,여자친구랑 100일인데 파주 괜찮은식당 있을까요?,야당에 업스테어키친 맛있어요,fmkorea
talk,금요일날 혼자 벚꽃 보러 가야지,같이가자,fmkorea
datecourse,장소 추천 좀,망원동에 카페 나하 괜찮았어요 아기자기한 일식점 오므라이스 굿,fmkorea
talk,망했다 뒤늦게 가을탄다,그럴땐 연애를 하믄 된다!,fmkorea
talk,여자에게 선택권을 주는 문장?,술 한 잔 해요 그러고 맥주랑 소주중에 고르라하자,fmkorea
talk,슬픈 노래 들으면 눈물샘 터지는 남자는 남자답지 못한가요?,그건 끄헉끄헉 끄흐흡 해도 상남잡니다,fmkorea
talk,나도 자존감은 높진 않은데 열등감까진 가지는 않음,열등감을 갖게 된 계기를 과거 경험에서 찾아서 그 상처를 치유하려고 노력해야 함,fmkorea
talk,아기 방구 냄새는 무슨 냄새일까?,좀 즐거운 얘기 없을까요 방구 똥 말고,fmkorea
datecourse,1박2일여행지 추천받습니다,춘천 으떰,fmkorea
talk,결국 재결합이 됐네,화이팅 입니다!! 저는 한번 이별통보받고 제가 붙집아서 다시 만났는데 또 같은걸로 헤어졌습니다 ㅠㅠ 글쓴분은 잘되길 바라겠습니다!,fmkorea
talk,교통카드 잃어버리신분 있으신가요 ㅋㅋ,그냥 체크카드랑 연동된거 쓰셈,fmkorea
talk,주변 30대들 보면 다들 확실히 연애를 안하는 추세긴 하네요,30대는 진짜 만날곳이없어서,fmkorea
question,제 마음이 식은 것 같아요,혹시 일이 바쁘시거나 할게 많으신가요?,fmkorea
talk,이런 밤이면 Feel Like,좋아하는 노래입니다 !,fmkorea
talk,저 지금 여자친구 못 헤어지는 이유,내 여친도 축구 아예 관심없고 페이커도 모르는데 아르헨결승전 같이봐줌 그러고 아르헨 응원해줌,fmkorea
talk,가을타는건가,나 가을타나봐~,fmkorea
breakup,허허 헤어졌습니다,"미련 남으시면 다시 한번 잡아보세요ㅜ 아니라면 당분간은 힘드시겠지만,, 시간이 약이라고 생각하시구 힘내시길 바래요",fmkorea
breakup,전여친에게 선물받은 가방을 당근에 올렸다,새가방이랑 새인연이 같이 오길 바랍니다 ㅎ,fmkorea
talk,연애 할 때 생각난다,낭만 그 자체,fmkorea
talk,한달 지났는데 아직도 생각남,나도 반년지났는데 생각은 나더라 ㅋㅋㅋ 이제 그러려니함,fmkorea
talk,두집살림하기 빡세다,뜻하지 않은 두집살림 ㄷㄷㄷ,fmkorea
talk,호감이랑 좋아하는 감정을 구분 못하는 사람 있더라,외로워서 그러신듯,fmkorea
question,20만원 맥시멈 여친 선물 뭐가 좋을까요,머플러나 신발?,fmkorea
talk,대학생인데 친구의 조부상에 가는건 아닌걸까요,진짜 절친 아니면 굳이 안감,fmkorea
talk,실내 마스크 해제임??,그루게,fmkorea
question,여자친구 선물,아무것도 안 사주고 내가 선물이야 하기,fmkorea
talk,전썸녀 인스타 영통 잘못 눌렀는데,ㅋㅋ 저도 인스타 영통 잘못누르는거 일상임,fmkorea
talk,전여자친구 유튜브 브이로그 다시하나보네,영상 함 보죠,fmkorea
talk,미래 여친은 참 대인배일듯,미래여친은 무슨용어임?내가 나이가들어서 이제 이런거 못따라가는레벨인가,fmkorea
talk,꽃 한송이 선물하려고하는데 어떤 꽃이 제일 나으려나??,누구한테 선물요? 와이프? 여자친구? 썸?,fmkorea
talk,나이먹으니 눈 오는거 싫네,조심해,fmkorea
talk,눈 크게 뜨는 습관때문에 이마 주름생길거같은데 눈 수술해야되나?,그거 때문에 스트레스 받는거면 상담 받아봐도 좋음 안검하수 ㄱ,fmkorea
breakup,그 시절의 우리?????,본인도 그 시절이 좋았던건지 그 사람이 지금 좋은건지 다시 잘 생각해보시죠,fmkorea
talk,가끔은 알아도 모른척 해야되겠다,나도 여친바뀔때마다 대관람차 처음탄척함 ㅋㅋ,fmkorea
talk,다 안풀리네,군대갔다와서 새로시작하자,fmkorea
talk,여자에게 답장이 안올 때 우리가 취해야할 행동,내 기준 썸이라고 생각시 2시간이내 답장 없으면 끝인듯,fmkorea
talk,님들 주위에 랜선연애 하는 사람 있으면 어떨거같음?,그렇구나 긁적긁적 하는게 편함,fmkorea
talk,여자친구랑 결혼전제로 연애중임,오래오래 행복하세요 그런 사람이 있다니 부럽네요,fmkorea
question,여친이 데이트 날을 까먹고 그러는데 서운해요 ㅜ,바쁘면 한두번은 그러려니 하는데 계속 그러면 좀 그럴듯,fmkorea
question,공시중에 연애는 별로인가요?,할놈할 될놈될이긴 하지만 아무래도 안하는게 낫지??,fmkorea
datecourse,여름에 여행일정 미리 예약할때 날씨는 어떡하죠?,가격이 저렴한 만큼 운이 따라야함,fmkorea
question,그냥 급발진 하까,할까 말까할땐 뭐다?,fmkorea
datecourse,서울에 크리스마스트리,시청에 큰거 있습니다,fmkorea
talk,나이가 30이 넘었는데 여드름이 자꾸 나네,청춘이다 청춘이야,fmkorea
talk,날씨 진짜 좋다,집에서 같이 넷플 볼 예정,fmkorea
breakup,헤어지니깐 잠도 안오네요 ㅋㅋㅋ,선생님2개월지났는데 가슴아프네요,fmkorea
talk,술 좀 많이들가면 무의식중에 속얘기 엄청 하게되네,어 저도요ㅠㅠ 고처야 하는데 에휴,fmkorea
question,처음 만난 당일에 사귀는게 가능하다고 생각해?,보통 흔하진 않지  난 갠적으로 불가능하다고 생각,fmkorea
breakup,처음으로 차단했습니다 잘한걸까요,지나간 연인은 지나간 연인으로 남겨두기 위해서는 무엇보다도 연락을 끊는 것이 우선이더라구요 잘하셨습니다 6개월 뒤쯤 다시 돌아보면 스스로가 더 기특할겁니다,fmkorea
talk,소개팅녀가 전화해도 되냐고 먼저 물어봐줬어요,손주 이름은?,fmkorea
talk,재회 이전에 헤어지잔 말 들었으면 포기하는게맞음,뭐야 헤어짐?,fmkorea
question,너를 좋아하는 마음이 안생길까 두렵다?,님이 자기 좋아하는거 티나는데 인간적인 호감으로 사귀는건 못할짓 같다는거,fmkorea
talk,내가좋아하는사람 만나기,나 평범한데 사귄 사람들 내 이상형에 99퍼 해당 되는 사람들이였음 운이 좋았다고 생각함,fmkorea
talk,아 선물 결국 안왔다 해외직구,모샀어요 ??,fmkorea
question,100일 선물로 뭐가 좋을까,아크네 목도리,fmkorea
datecourse,서울 내일 영하 15도 되는거 같은데 뭐하실건가요?,더현대여의도 영등포타임스퀘어 잠실롯데내일은 실내 어디든 박터질거임;;,fmkorea
question,갑자기 전여친  생각나면 어캄,찍어놓았던 사진이나 동영상 보면서 울어야죠 뭐,fmkorea
datecourse,코엑스에서 영화보고 할 만한거 없나??,아콰리움,fmkorea
talk,요즘은 그냥 혼자 사는 것도 나쁘지 않다고 생각이 듬,부모 속 터지겠다,fmkorea
talk,나이먹으니까 자연스럽게 이성만나기가 너무 어렵다,번따할 정도면 나은거지,fmkorea
talk,자주가는 브런치 가게 웨이트리스가 끌린다,이집 장사 잘하네,fmkorea
talk,크리스마스 당일에 사람 너무 많을거같아서,둘이만 좋으면 되는거지,fmkorea
talk,바람이분다 이 노래 이별후에 들으면,슬플 때 들으면 울컥하죠 ㅠㅠ,fmkorea
question,소개팅 만남전에 보통 카톡 많이안하는게낫지?,본인 편하신대로,fmkorea
talk,애정표현 하다가 줄어든거는 빼박 곧 이별인가?ㅋㅋ,예전보다 식었는데 아직 헤어질 정도는 아니다 이게 정확함 ㅠ 내가 지금 이 상태라,fmkorea
talk,연애 금방하는사람들 되게 신기함,케바케인듯요,fmkorea
talk,내년에 또 연애 다시 하겠지 뭐~,여친이 생길꺼야 아마두 ~,fmkorea
question,소개팅은 망했고 호감은 없는데 나를 좋아하는 사람 어쩌죠,호감 없으면 시작 안하는게 맞다고 봅니다,fmkorea
talk,7년전 헤어진 전여친한테 연락옴,헤어진 사유가??,fmkorea
breakup,전여친이 내인스타 스토리 챙겨본다,못잊어서 본게아니라 심심해서 본거라고 생각하자,fmkorea
talk,생일선물 상대방이 해준거랑 금액 비슷하게 맞추는게 좋나요?,보통은 그렇게 해주는게 좋다 생각 그리고 초반부터 돈 많이 써도 좋지않다고 생각함 해주는정도만 하면서 점점 늘려가셈 거기다 가난한 대학생이라 하니,fmkorea
question,아바타 재밌냐?,난 1도 안봤어,fmkorea
talk,봄이 제일많이 커플이 생기면서도 제일많이 헤어지는계절이다,오래만나면 봄이라 설레는 사랑이 하고싶어서 그런건가,fmkorea
talk,오늘 썸녀랑 끝,안맞는거지 뭐,fmkorea
talk,여친한테 첨부터 너무 잘해주지마셈,개공감,fmkorea
talk,잘가라,내가 잘못했어취소해줘,fmkorea
talk,생일 조금 지나서 사실 어제 생일이었다 했더니 선물을 주네,밥한끼 ㄱㄱ,fmkorea
talk,여자친구가 돈 많이 버는데 콩고물 떨어져서 행복,실례지만 아이스크림하나만,fmkorea
talk,취준생 하면서 느끼는건데 이 시기에 연애 별로 안 좋은거같음,자격지심 아닐까ㅡ,fmkorea
talk,차였을때 꿀팁,더예쁜여자 만나는게 쉽지않자너,fmkorea
breakup,전여자친구 생일,저도 얼마전에 군대취업 문제 때문에 헤어졌는데 저도 엄청 힘들었어요 매달리기도 해봤고 힘든건 다 똑같은 것 같아요 음 연락은 아무래도 안하는게,fmkorea
datecourse,주말 광장시장 별로일까요?,이번주까진 안추움,fmkorea
breakup,드디어 이별 했습니다,멋집니다,fmkorea
breakup,4년사귄 여친이랑 헤어졌어요,후회 없는 선택이기를,fmkorea
talk,확실히 느끼는건데 확실히 감정이있는것과 없는것의 차이는 확실함,뭔말임?,fmkorea
breakup,원치않는 이별,"버려야해요, 그놈에 미련",fmkorea
talk,갑자기 플러팅이 어렵네,아무런 감정 없어야 편하게 대할 수 있어서 그런듯,fmkorea
talk,와 내일 빼빼로데인줄도 몰랐네,기왕이면 포장도하자,fmkorea
question,강남 논현 이쪽에서 소개팅 장소 추천좀 해주십쇼 형님들,강남점심소개팅? 쉽지않네,fmkorea
talk,연애는 안하고 싶은데 자꾸 끌림,자 고백 드개재~,fmkorea
talk,여사친 있는 사람과 없는 사람의 차이?,성격 차이가 젤 크죠,fmkorea
talk,업무 떄문에 스트레스네요,그냥 그 모습 그대로만 받아들이세요 감정이입하지 마시구요,fmkorea
breakup,헤어졌어요,ㅠ마음 잘 추스리고 다음 회사 잘 알아보고 힘내시길,fmkorea
question,여자 왼손 약지에 금반지,물어보세요 남자친구에요? 라고,fmkorea
question,데이트 통장 어디꺼 사용하시나요?,카뱅 모임텅장,fmkorea
talk,형들 아르기닌 효과 지리네요,왜??,fmkorea
datecourse,청주 잘 아는분 있나요,왜 청주에서 아무것도 없어요,fmkorea
talk,아까 일주일만에 집들려서 엄마봤는데,적당히해,fmkorea
talk,어제 여친이랑 한강 20km 런닝했다,20 ㄷㄷ,fmkorea
talk,할로윈 의상같은거 사거나 빌려본 사람있음?,외국가서 한번 제대로 사고 우려먹는게 최고임,fmkorea
breakup,정말 진심을 담아서 이야기했다,빠른 포기 새로운 출발 ㅊㅊ,fmkorea
datecourse,내일 송도 마라톤 가는데,송도에아무것도없어 월미도로갑시다,fmkorea
talk,여자친구가 힘들때 나한테 의지 안하는거,사람바이사람인듯 오히려 부담주기싫어서 안말하는 사람도 읺더라,fmkorea
talk,제가 눈이 높은 건가요,눈이 높진 않은 거 같은데,fmkorea
talk,픽업아티스트 이런거 해본분 있음?,그런거 하는거아님,fmkorea
talk,원래 보통 연애하면 자기 취미시간 거의 없어지나요,조절하죠 보통,fmkorea
talk,진짜 겁나 운명같은 사랑 없을까,있습니다 다만 만나기힘들뿐,fmkorea
talk,원래 연애하면 살 이렇게 많이 찜?,혼자일 때보단 밥이든 군것질이든 더 잘 챙겨 먹게 되고 먹는 음식 종류도 좀 달라지니,fmkorea
breakup,잠수탄남친,뭔가 남자가 행동이 별로다 여러모로,fmkorea
talk,아는 여자가 환승연애 추천해줘서 봤는데,환승연애 7화까진 개꿀잼 그 뒤론 좀 노잼이다가 막화가 개쩜,fmkorea
talk,소개팅하면 보통 맘에 안 드는게 아닌 이상,술먹는건 서로 진짜 맘에 들어야 가능,fmkorea
talk,소개받고 첫톡보냇는데 답장이읍네요,그것도 귀엽지 뭐,fmkorea
talk,내가 전여친 만나면서 잘했다고 생각하는것,사소한거 적어놓고 기억해뒀다가 나중에 짠~ 해주면 겁나 감동 받더라,fmkorea
talk,오늘은 제 생일입니다,축하합니다! 더 좋은 일들이 많이 찾아올거에요!,fmkorea
datecourse,경복궁 근처 데이트 질문합니다,경복궁에서 한복입고 ㄱㄱ?,fmkorea
talk,애프터 파토 이해가 안되서 그냥 질러버림,잘한거 같움,fmkorea
talk,요즘 인생이 현타와서,나와 한잔 해,fmkorea
question,썸과 연애 다른게 어떤게 있을까요??,썸이랑 연애는 딱 한끝차간던데  오늘부터 1일이면 연애,fmkorea
talk,20대 추억 태웠음,안보이는게 나음 ㅜ 보이면 자꾸 몽글해져,fmkorea
talk,하 나 오늘 너무 멋진데 어카지!?,보여줘,fmkorea
talk,오랜만에 집에 박혀있으려니까 심심하네,회사나 학교?,fmkorea
talk,대학 캠퍼스 번따 하는 거 어떤가요?,나쁠게 뭐있음? ㄱㄱ세요,fmkorea
question,사람보고 신비롭다 하면 뭔 의미일까?,칭찬같은데,fmkorea
breakup,이별통보 하고 왔다,이별에 정답은 없는거 같아요 고생하셨네요,fmkorea
question,남자친구가 여행 경비 대신 내준다는데 부담스러워요,사실대로 말해 그런거는,fmkorea
talk,오늘 파데 처음으로 발라봤는데 생각보다 괜찮네요,화장하면 잘 씻어야해요 파데 씻는법도 잘 알아보고 피부관리 잘하세요,fmkorea
talk,이 시간에 노래 들으니깐 감성넘치네,희미한 불빛이 되어 별들 사이로~ yeah,fmkorea
talk,가까운 편의점 가서 술 사왔다,나도 혼자 한 번 진탕 마시고 자볼까,fmkorea
talk,여자친구가 크리스마스전에 생김,잘됐네 좋겠다,fmkorea
breakup,헤어졌습니다,힘내유,fmkorea
talk,다들 한국 노래 뭐뭐 들어?,아이돌노래랑 힙합정도,fmkorea
talk,저자세로 미안 ㅜㅜ 이런말 자주하면 별로구나,근데 차라리 사과하는게 낫지 갠적으로 자존심부리는게 더별로임,fmkorea
talk,세상엔 남자 하나만 있는게 아니겠죠?,많지 팟팅,fmkorea
talk,아리가또 고자이마스~,하이!!!,fmkorea
talk,사랑이 많이 사라진 요즘,러브 앤 피스,fmkorea
question,소개팅 첫날에 분위기가 너무좋았는데 스킨십진도 조언좀부탁,횡단보도 초록불 얼마 안 남았을 때 걍 손 잡고 뛰어가셈 여자가 부담도 안 느끼고 좋음,fmkorea
talk,ㅋㅋ 이거 연락 끊고싶다는거지?,뭐 그러면서 자연스럽게 그런거지,fmkorea
talk,한번 헤어지면 끝이라는게 진리인거 같다,한번 엇갈리면 끝임,fmkorea
question,이별? 할 것 같은 느낌인데 어떻게 대처해야할까요?,받아들일 준비 해야지그 느낌 안다 다른 사람 알아 봐,fmkorea
talk,간혹 학생때부터 남사친 많은 여자 있잖아,고백을 많이 받아서 그런거 아닐까?,fmkorea
question,자세  교정 하면 키 얼마나 크나요?,거북목이 얼마나 심했느냐에 따라 다르지,fmkorea
question,여친 독감확진인데 어떻게 하져?,점수 따고 싶으면 약&죽&간식 같은거 집앞에 가져다 놔도 됨,fmkorea
talk,딱 이번 주에 썸이랑 약속 잡으면 좋을거 같은데,공부다하고 컵라면에 맥쭈한잔 할래?,fmkorea
question,머플러 장갑 고민하다 어그 생각하는데 어디서 사죠,요새 숏어그 유행인데 수량이 많이 없을거에요ㅠㅠ,fmkorea
question,권태기로 차였는데 다시 만난 사람 있음?,ㅇㅇ해봐,fmkorea
talk,환승당한지 반년 그만둔지도 반년이었는데 ㅋㅋ 취직!,이제 원하는 좋은직장도 다니시니 좋은분 만날일만 남았네요 고생하셨습니다,fmkorea
breakup,언제쯤 여기 안들어올 수 있을까,시간이 약이라는 말밖엔 해줄말이 없움힘내랴,fmkorea
talk,기숙사비 제출기간 지났네 큰일났다,한번 해봐 ㅠ 전화해서 이야기하든 뭐든,fmkorea
breakup,해어졌쪙,ㅠㅠ 고생했어 힘내고 파이팅!!,fmkorea
talk,어제부로 여사친의 행동에 의미 부여 하지 않기로 함 ㅋㅋ,여친생기면 안놀아줄까바,fmkorea
talk,연애에 성공한 남자들은 진짜 대단한거 같다,이미 님도 1등해서 태어나셨는걸요,fmkorea
question,여자한테 손깍지랑 팔짱은 의미가 큰가요,팔짱은 친구끼리도 충분히 그냥 버릇처럼 할 수 있지만 깍지는 좀 의미가 다르긴 함ㅋ 상대가 먼저 깍지 끼면 손등에 장난처럼 가볍게 뽀뽀해줘라ㅋㅋㅋㅋㅋㅋ,fmkorea
talk,자고 일어났는데 왜이리 심장이 떨리지?,순환기내과 방문 추천,fmkorea
talk,차로 여자 꼬시는거 말도 안됨,끼리끼리니까뭐,fmkorea
talk,주변에서 너무 좋아하지 말라고 상처 받는다고 해서,사랑한다고 느낄때요,fmkorea
talk,밀당 너무 나쁘게만 보는데 잘쓰면 좋은게 맞다고 봄,밀당 그거 어캐하는건데 예시좀,fmkorea
question,팔자주름 대처방안에 대하여,피부과 관리 ㄱㄱ,fmkorea
talk,아니 나보고 전부 E같대,i랑 e랑 걸터있으신가봄,fmkorea
question,번호 물어보기는 도대체 어떻게 하는 건가요 ㄷㄷ,처음이 어렵지,fmkorea
question,내 친구 메시 지면 프랑스 절대 여행 안갈거래ㅋㅋㅋ,옳게 된 친구,fmkorea
talk,혼자가 너무 편하고 좋음,"혼자가 편하면 혼자 살면 됨 난 죽어도 혼자 못 살아,,",fmkorea
talk,지하철에서 묻지마 폭행 당할 뻔,응~앉은사람이 승자야~,fmkorea
talk,와 짝녀한테 선톡왔다,이야 부럽다,fmkorea
question,님들도 상대방이 잘못했는데 먼저 화해신청함?,그렇게 사귀느니 차라리 헤어지지,fmkorea
datecourse,강남역 소개팅 할만한곳 있을까요?,저도 강남에서 돈까스 먹었어요!,fmkorea
talk,"통화 몇 시간, 언제까지 해요 이걸로는 관심 여부 판단 불가능하다 생각함 ㅋㅋㅋ",남자는 그게 안되는데 여자는 확실히 다른듯,fmkorea
talk,남자도 잘 꾸미면 좋긴 하지,걍 올인원들 쓰자,fmkorea
talk,소개팅 했는데 막막하네,굳이 카톡 해야함? 쓸데없는말 할바에 안하는게 나음,fmkorea
talk,생일인데,생일 축하드려요,fmkorea
talk,소개녀랑 카톡이 재미가 없네,사귀는 단계도 아닌데 맞춰줄 필요는 없는덧,fmkorea
talk,퇴사하고 반년이 지났는데 뜬금없이 연락왔네,#화자#! 선의의 연락을 나쁘게 받아들이면 안돼!,fmkorea
breakup,헤어졌다,배우는게 있다면 좋은 경험이겠죠! 고생하셨습니다,fmkorea
talk,연애 어렵다어려워~ㅋㅋㅋ,저런거보면 연애란거 ㅈ은거야,fmkorea
talk,이러는거 여자친구에게 실례가 될수있나?,여친이 방문 의도를 모른다면 ㄱㅊ듯싶은데,fmkorea
breakup,첫 연애 오백일과 클쓰마쓰 앞두고 끝마쳤네요,무슨일이징,fmkorea
talk,본인 장발 아닌 장발하며 머리 기르는데,장발하면 그냥 장밣한 연예인들 다 한번씩은 닮았다고 들어봄 ㅋㅋ,fmkorea
datecourse,은평구 음암동 이사 왔는데 근처 추천좀 해주세요!!,오 이웃이넹 저는 응암1동 살아요,fmkorea
talk,커플들 헤어지면 카톡 어떻게 바뀜?,진짜 끝났다는 생각이들면 다 날리겠죠?,fmkorea
talk,참 감이라는게 은근 무서운거 같음,아이고ㅠㅜ,fmkorea
question,스토킹 신고 해본 사람 있어?,님이 여자야 ?,fmkorea
talk,서로 좋아죽어야 결혼하는데,생각보다 좋아죽어서 결혼하는 경우가 흔하지 않은 것도 고려해보세요,fmkorea
breakup,헤어졌습니다,얼마나 만나셨나요,fmkorea
talk,여친이 나보다 큰데,님 키가 몇이길래요?,fmkorea
talk,주말에 대구가서 이월드 갈 예정,나도 같이가!,fmkorea
breakup,헤어졌어요,많이 힘드셨겠네요 신중하고 덜 후회되는 선택 하시길 바래요,fmkorea
talk,유튜브 보고 주말에 장난쳤는데,커엽다,fmkorea
question,데이트 통장 하자는데 이거 할만함?,서로 벌이가 비슷하고 비슷하게 지출하는걸 원한다면 너무나도 좋지 않을까?,fmkorea
