tag,Q,A,src
love,예전엔 이해해주던걸 해주기 싫은거 식은걸까?,사람도 한계가 있거든 한계가 다다른거야 ,instiz
love,센스가 없는? 사람이랑 연애하면 어때?,응 별루,instiz
love,잘맞는 사람 만나서 사랑받는 연애하는거 부럽다,아냐 나도 20후반 끝물에 찾았어!,instiz
love,진짜 남들 다 쓰레기라고 잊어버리라는 걔가 뭔데 이래 내가,너랑 상대랑 몇살이였는데??,instiz
love,아 얘랑 오래는 못만나겠다 라는 생각 들때 있어?,항상 들어 ,instiz
breakup,남자들은 헤어지고 후회하면 보통 언제 연락와?,걍 사람마다 다름 ㄹㅇ,instiz
love,원래 헤어지면 이렇게 힘드니,많이 좋아했나보다,instiz
love,이성 포함된 약속 허용 가능??,그럼 걍 말하지 말고 갔다와 막말로 남친이 너 사회생활 인간관계 평생 책임 져주지 않아,instiz
love,나 용기내서 플러팅 했는데 답장 안온다,올거야 ㅎㅎ,instiz
love,애인이 잘해준다는 기준을 알려줭!,데이트때 데려다주기,instiz
love,나 첫연애 끝나고 절대 잠 많은 사람 안 만남 진짜,ㅋㅋㅋ 내 남친같네 ㅋㅋ 구라였던 적도 있었어 ㅋㅋㅋ,instiz
love,너희들은 애인 친구들 궁금해?,평소에 애인의 친구가 자기 애인한테 자기 친구 얘길 많이 했나? 싶네,instiz
love,이성한테 설렐때 뭐가 있으까,먹을거 사줄때,instiz
etc,나 술먹고 좋아한다고 했나봐ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ,왜 물러?,instiz
love,ISFP들아 긴 데이트 별로야?,아니 조아,instiz
love,ISFJ들 본인한테 호감있어보이는 사람이 새해인사 하면 부담돼?!,아니 어차피 나도 모든 지인한테 다 돌리고 있어서 별 생각 없음,instiz
oneside,"#(남자)청자#들아 ,, 전화하고 싶은데 뭐라고 해야되니 ",근데 내 주위 남자들도 다 전화 안좋아하긴해ㅋㅋㅋ 되게 괜찮은 엔프제 남자동기 있는데 썸녀가 할말도 없는데 한시간씩 전화하면 어색하고 왜하나 싶대 그냥 연락이 더 편하고 재밋는데,instiz
love,다들 애인이 일주일에 몇번 친구 만나러 나가는거까지 적당하다고 생각해?,친구만나는 횟수도 정해야하나? 그냥 본인 나가고싶을 때 나가는게 적당한듯,instiz
flirt,대화가 재미없어 어쩌지,처음엔 내가 이야기 이끌고 하긴 해야할거 같아,instiz
love,서운한거나 할 말 하면서 서로 언성 안높이고 대화로 해결한건 싸운거? 안싸운거?,안싸운거,instiz
love,매사에 불만이 많은 애인 ㅠ,안그러면 안되냐고 물어봐,instiz
love,권태길까 식은걸까,지친거지 ㅎㅎ 근데 그렇게 잡아놓고 막상 헤어지면 괜찮다가도 나중에 또 생각날수있으니 결정은 쉽게하지마,instiz
love,있지 귀여워보이면 끝이라는 말이 있잖아,귀여워보아면 사랑 아님? ㅋ 진짜 진지하게,instiz
love,좋아하는 친구한테 연락 언제할까??,그냥 맨날 해 공강아닌날에 24시간 풀로 바쁜것도아니고,instiz
love,짝남한테 또 전화하는거 오반가,그쪽에서 끊은거면 전화 못받는 상황인거 아냐?,instiz
couple,#청자#들아 애인 잠수타는데 어떻게 해야돼?,카톡으로 이번에 답변 안하면 헤어진걸로 치겠다고하고 보내봐관계정리하려면 이방법 편할듯,instiz
love,맞춤법 지적하면 좀 그래?,나는 고마웠음 그래서 많이 고쳤어 ,instiz
love,애인이 나보고 응가할때 물 틀지 말래,차라리 노래를 틀어,instiz
love,인스타 좋아요 누르는걸로 애인 뭐라하면 오바지?,응  좋아요 누르는건 진짜,instiz
love,전애인이랑 같이 알바하게 되면 현애인한테 말해 안 말해,음 고민되넼ㅋㅋㅋ 난 말 안하고,instiz
couple,6년만에 첫 해외여행간다!,얼마나 가? 잘 다녀와!!,instiz
love,누나 두세명 있는 집안 남동생들은 대체적으로 뭔가 기운이 없어보여,약간 명령조로 말하면 대꾸 없이 말 잘 들음,instiz
couple,애인이 100일 선물로 꽃만 주는거 어때??,합의한거면 ㄱㅊ,instiz
breakup,차이듯 찬 사람은 차인 사람이라고 쳐도 되니?,차인거지 결국 상대가 비겁해서 헤어지잔말 꺼내게 만든거니까,instiz
love,확실히 고딩 때 연애랑 성인 되고 연애는 다르다,ㅇㅎ 부럽다,instiz
love,남자들은 전애인이랑 사귈 때 찍은 사진에 별 생각이 없나??,전여친 생각 많이나지,instiz
love,결혼하면 애 몇 명 낳고싶어?,애기 좋아해서 3명 근데 감당불가,instiz
love,같이 있으면 그렇게 재밌는건 아닌데 자꾸 만나고싶음,편안하고 안정적인 연애를 하고 있네 #화자#,instiz
love,애인이 시골에서 일할 예정인데 어르신 걱정되면 유난임?,여자친구 있다고 그러면 어른들도 소개해주겠단 소리 안하심 유난이야,instiz
couple,연애할때 기념일 안챙기는거 우리뿐인듯,#화자#는 그거에 만족해?,instiz
wedding,결혼예정인데 남한테 돈 잘 쓰는 애인 어떰?,쓰면 곤란,instiz
love,연애가 진짜 그렇게 좋으니,내가 좋아하는 사람이랑 하면 ㅇㅇ,instiz
love,내가 너라서 만나준다는 마인드가진 사람 어떻게 만나야해?,안만나야돼,instiz
couple,연애 초에는 예쁘단 얘기를 많이 들었는데 이젠 귀엽다는 얘기를 많이 들어,오래 만났어?,instiz
love,오늘 처음 만나는데 치마?입어 바지입어?,안 추우니까 치마,instiz
love,연애 3번 전부 실패했어 좋은 사람이 있긴 한 거야?,앞 연애들에서 배운 죽어도 이런 남자 다신 안만난다 양보못한다 하는 조건들을 하나씩 거르고 나면 또 내 짝이 생기긴 함,instiz
breakup,전애인이랑 전화중인데 재밌다,그럼 서로 지금 만나는 사람은 없는 상태인거야?,instiz
love,헤어지기 전 징조 뭐가 있을까??,연락이 느려진다 말투가 변한다,instiz
love,다들 롱디 어디까지 커버 가능해?,인터넷 잘되는 국가면 어디든지 가능,instiz
love,애인이 다음 달에 양악수술 받거든,어차피 수면 마취는 보호자 필요하니까 간다고 해,instiz
love,3살 연하가 오빠 드립 친다 어캄,이거쉬 콩깍지!!!,instiz
love,애인이 처음 사겼을때 보다 10키로 쪘으면 솔직히 어때?,10키로 찌면 솔직히 조금 식어도 인정이지않아? ,instiz
love,나 헌포 아니면 남자 만날일이 없다,소개 받아,instiz
love,사랑에 노력이 왜 필요해?,외모를 가꾸라는거 아닐까,instiz
love,회원이 나 인수인계하는거 보더니 그만두시냐고 아쉽다고 그만둬도 가끔 놀러오라고 한거 그린라이트?,진짜 그린라이트면 종종 연락하자고 번호를 따지 않았을까?,instiz
love,짧게만나고 못잊는 #청자# 있어?,난 1주일 좀 넘게 만나고 3개월 동안 못잊었구 아직도 간간히 생각나 그냥 해본게 많이 없어서 아쉬워서 그런듯 ~,instiz
breakup,전화왔어,와 전화가 오기도 하는구나ㅠㅠㅠㅠㅠㅠ술 취했으면 연락오지 않을까 미안하다구?,instiz
love,애인이 제모해줬어,ㅋㅋㅋㅋㅋㅋㅋㅋ뭔가 너무 웃겨,instiz
love,INFP들은 어떻게 다가오는 사람이 좋아? 그리고 어떤 사람이 이상형이야?,남자? 여자?,instiz
love,헤어져도 잘 살 수 있을 것 같다는 거 착각인가,실제로 타격없었어 ㅋㅋㅋ,instiz
love,메리크리스마스!,너도 잘지내!,instiz
love,모솔이 8년 연애한 친구보다 더 연애 고수일 수 있어?,ㅇㅇ 가능,instiz
love,썸남이 나를 멍뭉이라 부르는데 좀 오글거려,으앜ㅋㅋㅋㅋㅋ나같으면 그냥 말할듯 이름으로 불러달라고,instiz
love,전애인ㅋㅋㅋ 내가 지한테 매달릴줄 알았나봐,무슨일임?,instiz
love,가끔 커플유튜버 보면 컨텐츠를 위해 사귀는 거 같음,난 그래서 커플채널은 구독도 안 하고 아예 안봐 ㅋㅋㅋㅋ 헤어지면 구독자들도 공중분해 되기도 하고,instiz
love,현애인있는데 전애인 생각나는거 뭐지,날 수 있지 내 경험상엔 아마 현애인이 전애인을 확 뛰어넘을만한 사람은 아닐듯?,instiz
love,나도 섬세하고 다정한 남자 만나고 싶어,그랬는데 썸붕나니까 힘들어요 ㅠㅠㅠ 이제는 뭐가 정답인지 모르겠어요 ,instiz
love,결혼할때되면 능력 많이 보게되잖아 그래서 연애따로 결혼따로가 있는건가봐,엉 마자,instiz
oneside,INTP남자 어케 꼬셔,어떤 관계인데 접점 있어?,instiz
breakup,장기연애라 권태기가 온거면 이해를 하겠는데 뭐 얼마나 사겼다고 식었대,"이런 애들 진짜 많은갑다ㅋㅋㅋ #화자#아 나도 비슷한 생각이었고, 비슷한 기간, 비슷한 결말이다^^ 그동안 한 말들은 다 뭐였는지 싶고 너무 어이가 없어서 눈물도 안 나오더라",instiz
love,키때문에 헤어진#청자#인들 뭐라고 하고 헤어졌어?,그래서 헤어진적은 없지만 얘기안하는게 좋은듯 ㅠ,instiz
love,근데 헤어진다는 사람한테 무슨 말을 해줘야돼?,"걍 들어주고 기본 리액션만 해줘 나같아도 힘들었을 것 같아, 충분히 그렇겠다, 신중히 생각한 거지? 맘 정리 잘하고, 그동안 너무 맘고생했겠네 등등",instiz
love,매너 좋은 사람 좋긴한데 모든 사람한테 다 그런건 좀 별로임,너한테만 매너 좋은것도 이상한거 아닌가?,instiz
love,직장인#청자#들 일주일에 몇번만나?,특별한 일 없으면 1~2주 한번?,instiz
etc,월화수목금 다 일해서 이번주 금밤에 보자는 짝남,젤 황금시간 아냐? 금밤,instiz
love,차단할 때 아무 말 없이 차단하는 게 나아?,솔직히 인사하든 말든 기분은 나쁘긴해서뭐가 맞는진 모르겠다,instiz
couple,애인 생일선물 옷 줬는데 선물해준 보람있다,머 사조써?? 나도 공유점,instiz
love,일찍 잔다고 하면 무조건 의심해?,피곤하면 그럴수있다고 생각해,instiz
love,짝남을 잘모르겠어,일단 호감은 배제하고 더 친해져봐야 할 듯,instiz
breakup,남자들은 아무리 많이 사랑하고 소중한 사람이어도 인연이 아닌 것 같다 싶으면 깔끔히 포기하고 정리해?,이런 질문은 진짜 사바사인거 알잖어,instiz
love,속눈썸펌 하면 좋은게 뭐야??,더 이뻐보임,instiz
love,키 큰거 최고다 얘들아,나 오늘 그런 남자랑 헤어짐 진짜 품이 그리워 미칠거같아ㅜㅜ,instiz
love,INFP 남자 ESFP 여자 조합 어때?,겁나 좋을듯,instiz
love,이 세상 모든 커플이 헤어졌으면 좋겠어,너가 커플 되는게 더 빠를듯,instiz
love,썸붕 낼때 말이야,말하고 끝내는 게 더 낫지!,instiz
couple,애인한테 분명 사과해야 할 일인데 사과하기 싫은 기분 뭘까,"힘들면 쉬는게 맞지요 근데 헤어지기에는 확신이 없는것 같은데, 해결을 가지기 위한 대화가 아닌 잠시 서로 시간을 가지고 생각을 정리하자고 하는건 어떨까요???",instiz
love,상황 때문에 썸붕 났는데 너무 보고싶다 ㅠ,연락해서 썸붕 살려~!,instiz
breakup,염탐안하기 시작,멋져 #화자#,instiz
love,ISTP만 꼬이는 이유가 멀까,엌ㅋㅋㅋ나 잇팁인데 잇팁한테 간택 당하다니 매력덩어리넹,instiz
love,살찌면 이성이 보통 무시하지 않아 ?,??아니?,instiz
oneside,짝남한테 먼저 약속 잡았다!!!!,어떻게 했오,instiz
love,애인이랑 친구 사이에서 균형 어떻게 잡아야할까,무슨 균형 ? 만나는 빈도 이런 거 말하는거야 ?,instiz
love,진짜 내스타일인 사람 있을때 번따하는것도 용기 쩌는거같,나도 그정도인사람 있으면 할거같은데 없다,instiz
love,사람이 좋은데 국적 때문에 망설이는 내가 싫다,어디길래,instiz
couple,체력 없는 애인 어떻게 해야함? 진짜 짜증나 ㅠ,걍 짜증나는거 참으면서 만남,instiz
love,나 내 사친이랑 결혼하고싶어,사친이 아니라 짝남인거 아녀?,instiz
love,원래 호칭 선생님이었는데 언제 오빠라고 할까,난 오빠라고 불러도 돼요? 하고 바로 오빠 할 것 같앵,instiz
love,커플로 아우터 맞추고싶은데 뭐있을끼?,뽀글이가 젤 귀엽던데,instiz
love,예쁜사람 쳐다보는 남자들의 특유의 눈빛이 있는 듯 ㅋㅋ,놀란표정인가 ㅋㅋㅋ,instiz
couple,이번에도 불합격이면 정떨어질 거 같다,의지도 없고 별로네,instiz
love,그놈의 오마카세가 뭐라고 오마카세 먹으면 대접받는거라고 하냐,누가보면 오마카세가 5성호텔 VIP 특급 코스요리인 줄 알겠네 오마카세 라이팅 개쩖,instiz
love,외박 잘 안 되는 #청자#들 외박할때 뭐라고 해?,난 저지르고 본닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,instiz
love,2016년 중반에 사겼는데 6년차라해야돼 7년차라 해야돼?,지금은 7년차 내년 되면 8년차! 연차는 1 개념이얌,instiz
love,애인 동네 가는데 5시간 걸리는데 맨날 숙소 내가잡네,엥 너무해,instiz
love,카톡답장 초성으로 하는거 별루지?,엉 기분 너무나쁨,instiz
love,서로 좋아하는데 상황 때문에 헤어질 수 있다고 생각해??,아니 그냥 마음이 딱 그정도였거나 인연이 아니였다고 생각함 롱디로 오래만나는 커플도 있고 그렇게 바쁜 의대생도 연애는 하니까,instiz
oneside,ISTP 한테 어떻게 헤어나와?,ISTP에게 빠지면 답이 없습니다,instiz
breakup,ENFJ#청자#들아 이거 오바야? 도와줘,너 엄청좋아했으면 절대 안놓쳤을껄 엠비티아이가 무슨 소용인데 ㅋㅋ,instiz
love,진짜 진짜 부끄럼 많은 #청자#들,나나나ㅏ,instiz
love,#(여자)청자#들 애인한테 받으면 제일 좋을 것 같은 선물 각자 말해 줘!,그 가격이면 다이슨에어랩,instiz
breakup,재회한 #청자#들아 뭐라고 연락하거나 왔어?,찼고 1년만에 디엠 왔어 첫 마디는 잘 지내? ,instiz
love,독감 걸려서 아픈데 전화한통 없는 애인 이해가능?,너가 전화하자고 해봤어? 독감걸렸으니까 아프겠다 싶어서 쉬라고 전화안하는거일수도 있잖아,instiz
couple,애인이 인싸인거 은근 외롭구나,"마자 은근 서운하고 근데 뭐라 할수는 없구,,",instiz
couple,다들 각자 집에 있을 때 연락 텀 어떤 편이야?,13시간,instiz
love,아 애인 너무귀여우어우융오 ㅠ,"행복해라,,,",instiz
breakup,다시 연애 하고 싶다,만날 거양,instiz
love,혹시 연인 가족들이랑 자주 만나본 #청자#?,나 지금 결혼준비중이라 꽤 만나는데 ,instiz
love,재회 끝은 진짜 어차피 이별임,ㄹㅇ 재회는 사실상 의미없음,instiz
breakup,찬 사람이 올차단 하는 이유,개인적으로 바로 올차단 하는건 억지로 잊고싶어서 인거같고,instiz
love,편의점알반데 애인이 키위깎은거 주고감,알바중에 키위 깎은 거 주는 사람 조은 사람,instiz
love,애인이랑 만나지도 못하고 전화도 못한지 일주일 됐어ㅠㅠ,너무 보고싶겠다ㅠㅠ 일이 바빠서 그런거야??,instiz
love,자취#청자#들 사귀고 얼마만에 애인 집에 들였어?,2주 안으로,instiz
love,카톡보내고 싶은데 용기가 안나ㅜㅜ,걍 딱 보내버렷,instiz
love,다들 주말에 데이트 시간 얼마가 적당 하다고 생각해~?,나는 하루는 하루종일!,instiz
love,이거 약간 그린라이트야??,아니 걍 물어보는거아님? 전혀모르겟어,instiz
love,다들 애인이랑 닮았어 안닮았어,안닮았어 ㅋㅋㅋㅋ 아랍 두부임,instiz
breakup,미련있는거 티 내는게 나아?,시간 더 지나고 한번 더 연락 해봐,instiz
couple,오래가는거 어떻게 하는거야,내가 좀 무던한 타입인데 연애할 때마다 오래가는 편이야!,instiz
love,회피형들 혐오하는거 겪어본 사람들만 이해하는듯,회피형 개싫음,instiz
love,공시생이거나 공부하는 애인 사귀는 #청자# 있어?,으으음 30분 ? 어님 뭐 한다싶으면 두세시간?,instiz
flirt,힘들 것 같으면 시작도 안하는게 맞나?,좀 더 지켜보고 아닌거 같으면 스탑 ,instiz
love,첫 이별때 다들 어땠어?,밥도 못먹고 잠도 잘 못자고 새벽마다 연락와있나 봤음 ㅋㅋㅋㅋ 지금 생각하니 웃겨,instiz
love,내가 진짜 연애를 할 수 있긴 할까,나도 의문이야 연애만 하면 왤케 내가 한없이 작아질까 ㅠㅠㅜ,instiz
love,난 연애를 할 수 있을까,너 스스로 객관화 해야 해,instiz
love,전애인은 프사 했는데 나는 안하던 애인,난 이해 가 내가 그래서ㅋㅋ,instiz
love,술자리에서 사진 찍어서 보내는게 그렇게 어려운거야?,ㄴㄴ 개쉬워,instiz
love,진짜 연애하면 돈 깨지는거 장난아니다ㅜ,나도 백수인데 연애하니까 돈때문에 취업 급해졌어 ㅠㅠ,instiz
love,애인이 친구도 좀 만나고 자기개발 좀 해래,헐 상처,instiz
love,나만 문자 카톡보다 전화가 더 좋아?,나도 무조건전화,instiz
etc,만났던 전애인 중 제일 괜찮았던 사람은 어땠어?,키178 운동꾸준히해서 근육붙음슬렌더라 몸이 진짜 이뻤음ㅜ 스카이다니고 부모님 교사시고 자기주장 강하고 할말 다 하는 성격 진짜 오래 못만나서 너무 아쉽고 아직도 생각나ㅠ,instiz
couple,커플링 얼마정도로 맞췄어?,대학생인데 둘이 합쳐서 2025 정도,instiz
love,친한 오빠면 원래 아빠 비슷하게 챙겨주고 그러는게 맞아???,ENFJ는 가능ㅋㅋㅋ 나 그런 오빠 있어,instiz
couple,내가 지금보다 더 잘생겼다면 애인이 성격의 예민함을 죽이겟지?,그건 아닐걸 ?,instiz
breakup,전애인이 계속 스토리에 흔적 남기고 가는데 어카지,무시 ㄱ,instiz
breakup,나 칼국수 외치면서 운 적 있어서 애들이 맨날 놀리는데 고통이다,ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 나도 아이스크림 마카롱만 보면 울컥 튀어나오고 그래 ㅠㅠㅠ,instiz
love,전애인때문에 버린 내 20대 시간이 너무 아까워!!,나랑 비슷하네 #화자# ㅠㅠ ,instiz
love,애인 있는데 딴남자랑 따로 술자리 가지는건 머임?,집에 안가면 뭐해?,instiz
couple,우리 커플은 나도 개임 좋아하고 애인도 좋아해서 같이 함,우와 뭔겜해?ㅋㅋㅋㅋ,instiz
couple,사친한테 고백받아서 사귀게됐는데 얼마안돼서 헤어지고싶어,걍 사귀면 좋아질줄알았는데 아닌거같다고 미안하다고해,instiz
love,전애인이랑 갔던 원데이클래스 현애인이랑 또 가는거 별로야?,상관 없어,instiz
couple,잠수타는데 헤어지지 않는건 또 뭐야,아 회피형 ; ;,instiz
couple,크리스마스랑 100일 일주일 차이 난다 ㅠ,여유있으면 챙기는거구 아니면 묶어서 챙겨야지모ㅠㅠㅠㅠㅠ일주일 차이면 선물 2개로 하기 힘들긴 할 것 같은디ㅠㅠㅠ,instiz
love,완전 안 좋게 헤어진 전애인도 뭐하고 사는지 궁금할때 있어?,문득? 근데 잘살고 있으면 저주붓고 싶어짐ㅋㅋㅋㅋㅋㅋㅋ,instiz
love,애인이 서운함을 느끼는 부분,남자 입장에선 안 서운한가요?,instiz
breakup,좋아해도 안맞는사람이랑 계속 못만나겠어ㅠ,"내 전남친이 이 이유로 헤어지자 했눈데ㅠㅠㅜㅜㅜㅜㅜ 흑흑 미안 혼자 셀쿠옇오,,,",instiz
love,제사 어떻게 생각해?,3번이면 제사하는 집안중에 나은편이긴한데 우리집도 제사없어서 걸리는거 이해감ㅜㅜ 우리 조상님한테도 안 해본걸,instiz
couple,수능보는 애인한테 연락 한다 안한다,오늘도 안했으면 하지않는게 더 좋은거 아닌가?? 끝나고 연락해,instiz
love,사랑은 잊는게 아니라 묻는것같음,ASK가 아니라 BURY구나 ,instiz
love,애인이 담배 핀다 하는게 너무 싫은데 어떻게 해야될까,나라도 싫을듯 폈으면 난 안사귀었을거라,instiz
couple,나 드디어 임자 만남,ㅋㅋㅋㅋㅋㅋㅋ #화자#아 나 지금 유기견 상태라 포기하고 자책중인데 너 글보고 위로받았어 ㅠ 추카하고 오래예쁘게만나길~ 내 주인은 어딨지 흑흑,instiz
love,어플로 만나면 신뢰 어떻게 쌓아?,시간이지뭐,instiz
love,애인 핸드폰 알림 같은게 너무 듣기 거슬려 !!,내 기준 좀 예민 꺼달라고 해서 꺼줬고 캘린더 알림까진 생각 못했을 수도 있고,instiz
breakup,미련 없을 때 하는 행동 뭐야?,죽은사람취급하기,instiz
love,근데 헤어지면 ㄹㅇ 마이웨이하면 상대방이 미침,취업했는지 애인 생겼는지는 어떻게 알아?,instiz
love,혹시 이것도 MBTI N이랑 S차이이고 그냥 넘어가면될까?,아냐 그것도 #화자# 성향인걸,instiz
love,음식물이랑 일반쓰레기 같이 버리는걸로 정 털리는거 가능?,"나도, 좀 그래",instiz
love,환승당했는데 연락이 왔어,어차피 다시 만날 생각 없으면 하고싶은말 다 하고 욕 까지 해버려,instiz
flirt,썸붕 난 애 나 놓친거 후회했음 좋게따,나 그러고 상대가 한 달 뒤에 연락왔어 지가 잠수타놓고선,instiz
couple,일 개바쁠 때 애인한테 연락오면 솔직히 힘이 돼?,연락 자체가 좋던데,instiz
flirt,보고싶다니까 괜찮냐고 물어보는 썸남^^ 왤까?,지금 보낸거야?? 이 시간까지 안자고 그렇게 보내서 뭔일있어서 잠 못 자는거처럼 생각한거아냐?,instiz
love,하루만 안봐도 애인 보고싶어,얼마나 만나써??,instiz
etc,짝남 애인생긴거 맞대,혹시 저번에 키스했는데 고백은 안받아줬다는 친구인가,instiz
love,바람기 있거나 이성 문제 만드는 INTJ 본 적 있어?,사바사겠지? 그런데 적어도 현 애인을 두고 다른 이성과 썸씽을 만들 그런 계획이 없다는 전제하에는 문제 없을듯,instiz
love,ㅋㅋㅋㅋ 아 드라마 보니까 연애세포 살아나네,뭐 봤엉?,instiz
love,애인 머리 내가 이 머리 해줘! 해도 되는 부분인가,"웅 난 그렇게 해서 애인 인생머리 찾았잖아,,,",instiz
love,애인이랑 여행가도 렌트비 내줘?,난 그냥 더치했었어 참고로 내가 운전안하는 쪽이야,instiz
couple,애인 사친 있는걸로 알고있는데 왜 없다고 하지?,친구라고 생각안하나보징,instiz
love,어제 저녁 8시부터 지금까지 카톡도 안보고 전화도 안받는 썸남,술마시러갓다가 지금까지 자는거아녀?,instiz
love,애인이 동호회 사람들이랑 남녀 섞어서 해외 가는 거 이해ㄱㄴ??,안 됨,instiz
love,만약 지금 애인이랑 헤어진다면 연애 쉬는게 맞겠지?,내가 그러다가 2년째 솔로생활중이긴 한데 가끔 외롭긴 해도 괜찮도라^^,instiz
couple,나 이미 과체중인데 자꾸 애인이 살찌우면 좋아해,다들 그렇게 살쪄간댕,instiz
breakup,쓰레기랑 만나고 헤어졌는데 너무 힘들어 제발 도와줘,정신차려,instiz
breakup,근데 왜 전애인들은 괜찮아지면 연락와??,얼마만에 연락 왓오?,instiz
love,사친 만나는 것도 애정의 차이 맞는 듯,음 아무래도 좀 그럴것같아 신경쓰이게 하고싶지않으니까 근데 이건 상대방이 오케이하냐 안하냐도 있는듯,instiz
couple,애인 마음이 애매하다고 느껴,나도그래 나는 100일 이제 넘겼는데 서로 연락에도 집착안하고,instiz
love,남자가 훨 조건 좋은 결혼,못봄 다 비슷비슷해,instiz
love,전애인이 다른 사람만났다가 다시 나한테 돌아왔을때,거짓말하거나 비겁하지않았다면,instiz
love,#청자#들이 느끼는 진국인 MBTI 는 뭐야?,잇티제,instiz
love,내가 진짜 상대를 좋아하는건지 아닌지 헷갈려,외로워서 그런걸 수도 있어,instiz
love,나 진짜 말 많아서 잘때는 애인한테 허락맡음,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋENFP야?,instiz
oneside,애두라 !!!!!!! 나 좋아하는 선배한테 카톡왔어 ㅠ ㅠ 힉,아따라야~,instiz
couple,직장익들 한달에 데이트 비용 얼마나써?,숙박비 포함 1주일에 10만원정도?,instiz
love,하 올해안에 연애하고싶다 진짜,"나도 하고 싶다 진짜 알콩달콩,,",instiz
breakup,ISFJ ESTP안맞는듯,헉 우리 그 조합인데 안맞아서 헤어짐 ㅋㅋㅋㅋ,instiz
love,이 말 어찌 생각해?,뭐긴 뭐야 어그로지,instiz
love,내가 돈쓰는거에 간섭하는데 스트레스받아,그거 결혼하면 더 심해진다,instiz
etc,저 운동 동호회 처음 가입해봤는데 다가오는 여자들이 너무 많아요,라는 내용의 소설 있으면 추천좀,instiz
breakup,어떻게 본인은 그렇게 심한말 해놓고 혼자 홀가분해지지,하 그니깐 ㅋㅋㅋㅋ 본인은 너무 괜찮아해 난 상처 가득 받았는데,instiz
love,사친 문제에 대해 예민해진 계기,난 전남친이 나랑 헤어지고 내가 싫어하던 여사친이랑 사귀는거 안 이후로,instiz
love,날 좋아해주는 남자랑 사귈까,난 내가 좋아하는 남자,instiz
couple,싸웠는데 2일만에 내가 져줌,오래 싸웠구나,instiz
breakup,재회 예감이 들어서 재회한 #청자# 있어??,연락 올거 같단 느낌 받은적 있음 두명인가 연락끊고 지내다가 몇년만에 연락와서 가깝게 지냄,instiz
love,하루종일 애인 연락 씹는 중,엄청나다,instiz
love,전애인한테 왜 그렇게 정이 안갔는지 알 것 같아,잉? 좀 특이하당,instiz
etc,내 키가 168인데 172인 남자가 나보다 작을 수가 있어?????,키 구라깐거같은대,instiz
love,미련의 기준이 뭐라고 생각해?,그 생각이 단순 생각이면 괜찮은데 후회하고 돌아가고싶고 그런 생각이면 미련이지,instiz
breakup,전애인한테 마음없어도 커플임티보내는거 가능?,진짜 굳이,instiz
love,너는 재회를 원해 근데 상대가 헤어질동안 1년 사귄 경험이 있었어,웅 왜 못 만나,instiz
love,종강해서 그 기간동안 동거하려는데 어때,동거죠아 추억도 쌓구 미리 생활습관같은거 볼수있어서 좋았다,instiz
couple,애인 연락처 저장 어떻게 해?,성까지 붙여놓는건 좀 딱딱하다 근데 나도 그냥 이름으로 저장되어있어ㅜㅜㅋㅋ,instiz
oneside,짝사랑 기간 언제가 적당하다고 느껴??,그런 게 어딨어! 그냥 좋아하면 좋아하는거지 바라만 봐도 좋은 사람이 있다는 게 좋지않아?,instiz
love,다들 데이트 할 때 볼링 쳐??,가끔 ? 재미로도 치고 내기로도 치고,instiz
love,모두에게 친절한사람은 다가가기가 어려운거같아,마자 예의바르고 인싸같은사람들,instiz
love,그 사람이 뭘 하든 귀여워 보이면 끝난건가,게임 오버,instiz
love,도움!!!!!!!!!!!!!,뭔지를 말하라 ~ 규 ~,instiz
love,서운한게 생기면 권태기는 아닌거야?,서운한 마음도 안생기면 권태기,instiz
breakup,애정결핍이랑 사귀지마 진짜,이건 애정결핍이 아니라 집착이 더 맞지 않아?,instiz
love,음 소개받은 남성분 카톡 프사 셀카가 엄청 내 스타일이라 받았는데 말이야,일단 한번 ㄱㄱ,instiz
flirt,썸타는사람이 전애인 연락오면 무조건 걸러?,온 건 온 건데 어떻게 해결했다는데???,instiz
love,애인이 장염 걸렸는데 뭘 해주면 좋을까?,포카리스웨트랑 죽미리 시켜줘도 괜찮을듯 내일이면 먹어야하니깐,instiz
love,애인 선물 사려는데 옷 사이즈!!,가디건이면 괜찮지~~,instiz
love,썸을 인지하게 되는 순간이 언제야?,아닌거같아 ㅜㅜㅜ,instiz
love,왜 복학생오빠들이 순수한 연하 좋아했는지 이해감,아 네,instiz
love,전애인이랑 추억이 다 쓰레기가 된 거 너무 슬프다,그냥 그때의 니모습을 추억해~ 그놈을 생각하지 말고,instiz
love,나도 인기 많은데 왜 이사람 때문에 맘 아프고 기분 오락가락 해야돠냐,그 사람이 어떤 스타일인데?,instiz
breakup,너무 붙잡고 싶은데  어떡해,시간 좀 지나고 연락해봐 당장은 안잡힐듯,instiz
love,나도 한번 계획적인 남자 만나보고싶다,계획적인 남친 만나지만 계획은 내가 짬ㅠㅠㅠ 남친이 짜온 것도 맘에 안들진 않은데 뭔가 애매하더라고,instiz
breakup,질렀다 연락,잘해써!!,instiz
