tag,Q,A,src
datecourse,광안리 뭐 할거 있나요?,광안대교 사진 카페가 색다른거지 ㅋㅋ,fmkorea
datecourse,두번째 만남인데 분위기 좋은 카페 추천좀 해주세요 ㅠㅠ,거기지역은 잘모르겠지만 인터넷검색해서 나오는곳은 잘알아보고가세요 사람 개많을수도있음,fmkorea
datecourse,"춘천&카페으로 여행 코스가 바뀌었습니다ㅠㅠㅠ 1박인데 남이섬은 들릴 예정입니다, 근처 괜찮은곳 있을까요 ?",제가 학교때매 춘천에서 근 6년정도를 살았는데 춘천은 차없으면 안돼요 남이섬은 말이 춘천이지 사실상 가평이나 다를게없어서 무조건 차있어야돼여,fmkorea
datecourse,낙성대신림에서 갈만한 곳 추천좀요,보라매공원 근처 롯백주변에 먹을데 꽤 있음 신대방역 근처임,fmkorea
datecourse,썸녀하고 송리단길 데이트 코스 추천 받을수 있을까요?,라이언하트,fmkorea
datecourse,가로수길 음식점 추천좀여,두사라나 이자카야사이 추천드려요 두 곳 다 일식인데 맛있습니다 예약하셔야해요!,fmkorea
datecourse,부산 호텔은 역시 광안리인가요?,그 해변가에 캡슐호텔 있던걸로 기억해요,fmkorea
datecourse,주말에 대학생 데이트 코스 질문드려요!,명동은 별로 가로수길이나 합정 고고,fmkorea
datecourse,"선생님들 천안, 대전이나 공주에 갈만한 곳 추천 부탁드립니다",셋중에 고르라면 대전 천안 공주 순으로 고르겠습니다 물론 큰 의미는 없습니다,fmkorea
datecourse,외국인 여친이랑 3월 서울 여행코스 추천해주세요,남산은 저녁에 가시는거 추천해요 야경이 예뻐서 익선동도 예쁜 한옥카페레스토랑들 많고,fmkorea
datecourse,썸녀랑 영화보기로했는데 웨사스 vs 씽2게더,웨사스 엄청 클래식이라 젊은 애들은 지루하데,fmkorea
datecourse,영등포역 근처에 괜찮은 이자카야 추천좀요,영등포보다 조금 위에 마포 합정 가믄 조은데 많아요,fmkorea
datecourse,친한 동생 일본여행 숙소 각방이냐 합방이냐 ??,각방이 속편하지,fmkorea
datecourse,여자친구랑 100일인데 파주 괜찮은식당 있을까요?,야당에 업스테어키친 맛있어요,fmkorea
datecourse,겨울 제주도 어떤가요?,바람 많이 붐,fmkorea
datecourse,오늘 좋아하는 누나랑 저녁 먹기로 했는데,산책하면서 대화?,fmkorea
datecourse,혜화 혹시 분위기 괜찮은 밥집 있을까요?,서양집 괜찮던뎅,fmkorea
datecourse,이번에 여수로 놀러가서 무인텔 잡으려는데 질문있음,숙박은 숙박이니 돈워리,fmkorea
datecourse,보름뒤에 6000일인데 뭐할까요,???? 6000일 쩐당,fmkorea
datecourse,수원 실내 데이트 추천해주세요!,아이존팝,fmkorea
datecourse,서울 단풍구경 갈만한 곳 있을까요,수목원? 저는 집 근처에 홍릉수목원이 있어서 거기 가보려고 합니다,fmkorea
datecourse,서울 근교에 예쁜 풍경있는곳 있을까요,화담숲 갔다왔는데 좋았음 꽃밭까진 아니지만,fmkorea
datecourse,대구 괜찮은 식당좀,대략 원하는 위치는?,fmkorea
datecourse,21시 이후에 커피,없을거같은데,fmkorea
datecourse,롯데타워에서 할거 많나요??,아쿠아리움?,fmkorea
datecourse,아는형님 여자친구랑 소개받을여자분이랑 4명이서 저녁한끼하명서 반주하기로했는데 어디가는게 좋을까?,어딜가는지를 알아야,fmkorea
datecourse,논현신논현강남 이거리에서 갈만한 술밥집 ㅊㅊ,알탕집 디지는데잇든데,fmkorea
datecourse,코로나 때문에 갖혀서 근무하는 애인데리고 갈 드라이브좀 추천해줘요,수원 월드컵 경기장 공원,fmkorea
datecourse,크리스마스에 여친이랑 뭐하지,집이지,fmkorea
datecourse,생각해보니 장마기간때 소개팅을 잡아버렸네,초면에 차타고 가자고 하면 불안해하는 사람이 많지 않을까,fmkorea
datecourse,여자친구랑 제주도여행! 펜션질문드립니다,비자마을,fmkorea
datecourse,용산에서 저녁 추천 부탁드립니다!,버뮤다삼각지 멕시칸인데 야무짐,fmkorea
datecourse,대학생 삼프터로 밥 파스타 말고 뭐가 있을까요?,토끼정ㅇㄸ?,fmkorea
datecourse,외국인 친구랑 서울 데이트 코스 추천 부탁드립니다,잠실 어때요? 제2롯데 석촌호수 롯데월드 등등,fmkorea
datecourse,서울 괜찮은 원데이 클래스 아시는분 계십니까,롯데타워 쿠킹클래스 추천,fmkorea
datecourse,파주나 일산 드라이브 좋은 곳 추천 좀요!,일산이시면 호수공원 어떠신가요,fmkorea
datecourse,천안 차 이용해서 갈건데 코스 추천좀요,단대호수,fmkorea
datecourse,다들 내일 데이트코스가 어찌됌?,경기도라고 하면 너무 큰뎅,fmkorea
datecourse,부산 사상에 사진 찍기 좋은 예쁜 카페 아는 사람?,스타버억스,fmkorea
datecourse,강릉쪽 호텔 괜찮은곳 아시는분있으실까요?,가성비는 모르겠지만 스카이베이 호텔 괜찮았음 오션뷰도 설정할수있는걸로암!,fmkorea
datecourse,사당역 가성비 고기집있을까요,사당쪽은 부추삼겹살 집이 몰려 있어서 거기서 거기 아닐까,fmkorea
datecourse,송파구쪽에 분위기좋은식당 추천좀,시그니엘,fmkorea
datecourse,영등포 근처 쌈빡한 데이트 장소,대림동,fmkorea
datecourse,연남동 파스타집 추천해주세요,바다파스타 유명함,fmkorea
datecourse,연남동홍대입구역 쪽에 갈 만한 카페가 있을까요?,연남다방 작당모의 레이어드 도쿄수플레,fmkorea
datecourse,혹시 당일치기 호캉스 가능한 호텔 아시는분?,1박 잡고 안자고 나오면 되죠,fmkorea
datecourse,이 날씨에 낮에 만나면 뭐하고 놀죠??,STAY,fmkorea
datecourse,일본 데이트코스 추천좀 ㅎ,어디가는뎅?,fmkorea
datecourse,서울서 기차타고 갈만한 괜찮은 동해바다 추천 부탁드려요!,서울에서 ktx로 2시간정도면 동해에선 강릉말고 없을듯?? 그리고 운전하실수 있으면 거기서 쏘카나 그린카 몇시간이라도 대여하심을 추천 진짜 있고 없고 차이가 너무큼 ㅠㅠ,fmkorea
datecourse,덕수궁 근처에 맛집있나요?,인사동쪽에 전통찻집이나 고깃집?,fmkorea
datecourse,오랜만에 단둘이 여행지 추천,문경새재,fmkorea
datecourse,비오는날 데이트,드라이브,fmkorea
datecourse,요새 바다여행 별로인가요?,지난주에 속초 갔다 왔는데 너무 좋았어요,fmkorea
datecourse,서울 근교 카페 추천부탁드려도될까요,스타벅스,fmkorea
datecourse,여러분 홍대에서 이거다 싶은거 있음?,아더에러 매장?,fmkorea
datecourse,크리스마스 이브 청담동 맛집 추천좀요,와인포함 10이하임? 인당10이하임 둘이 10이하임?,fmkorea
datecourse,이번주 일요일에 조조로 용산cgv 갈건디,cgv용산 영업 하나?,fmkorea
datecourse,은평구 근처 꽃보러 갈곳있나용~~??!,마장호수어떨까요,fmkorea
datecourse,용인 근처에 드라이브 할곳이나 야경 볼만한 곳이 있남??,에버랜드,fmkorea
datecourse,친구랑 일본으로 여행가는데 어디 가보는게 좋을가요?,후쿠오카는 거의 쇼핑용 도시라다자이후 정도?,fmkorea
datecourse,솔직히 대전 씹노잼인데 성심당 말고 볼 거 있긴 함?,한화 이글스?,fmkorea
datecourse,급 소개팅서울쪽 소개팅 장소 추천받아요,압구정로데오나 청담 쪽에 양식 하고 그런 거 많음! 동네 이미지도 좀 있어서 ㅇㄱ 듯,fmkorea
datecourse,혜화역 데이트 어떻게해야할까요?,2번출구쪽에 공원있는데 저녁에 같이 산책하기 좋음,fmkorea
datecourse,썸녀랑 크리스마스에,남산은 어떰?? 풋풋하게,fmkorea
datecourse,지방 노잼도시 데이트 어케합니까,그래서 우린 자주 안 만남,fmkorea
datecourse,크리스마스 날 경기도,경기도라고 하면 넘 애매하고 뭐 자차를 쓸꺼다 어느지역쯤에 있다고말해주셔얄듯?,fmkorea
datecourse,비오는날 종로감 ㅠㅠ,종로는 실내데이트에 적합하지 않은거 같은데? 괜찮은데 있으면 나도 알고 싶넹,fmkorea
datecourse,서울 걸으면서 쇼핑하기 좋은 곳 없을까요?,여의도?,fmkorea
datecourse,여자친구랑 부산으로 데이트가요!,랑데자뷰 추,fmkorea
datecourse,여친이랑 갈건데 혹시 홍대쪽 한옥컨셉 맛집아시는곳 있으면 추천좀,한옥이면 홍대말고 경복궁쪽 가야함,fmkorea
datecourse,대학생 강남역에서 여사친이랑 저녁먹을곳있을까요?,주방류,fmkorea
datecourse,형들 사당역 일요일 저녁에 사람많아?,좀 있긴 함 사당현지인임,fmkorea
datecourse,900일 선물 뭐가 그리고 뭐하면 좋을까요,핸드폰,fmkorea
datecourse,하남에서 놀만한건 스타필드 빼고 없지?,ㅇㅇ 차있으면 한강 넘어가서 양평이나 팔당가면 좋음,fmkorea
datecourse,강릉 여행 가보신분 계신가요?,강릉은 헌화로 죠 ㅎㅎ,fmkorea
datecourse,식당에서 밥먹고 나오는데,요즘 이시국이라 호캉스가 유행이라던데,fmkorea
datecourse,소개받는 날 밥값!,밥사면 커피같은거 사달라고하고,fmkorea
datecourse,!제발요! 시청역 근처 평일 점심 먹을것 추천 부탁드려요!,보닌쟝이 순수 8첩 도시락을 싼다,fmkorea
datecourse,커플 여행지 추천좀요 ㅜ,강릉!,fmkorea
datecourse,형들이 아는 합정역 맛집 있나여 ??,감성타코,fmkorea
datecourse,홍대나 연남동에서 오후에 뭘하면 좋을까요??,개인카페 가깅?,fmkorea
datecourse,애프터 밥먹고 막걸리 괜찮을까여??,음 일반적이지는 않은데 이자카야나 바가 좀 더 무난하지 않을까욤 물론 상호 합의하면 상관 x,fmkorea
datecourse,크리스마스때 용산공원 들갈 수 있을까?,못들어간다에 한표 거기 인스타에서 핫플돼서 평일에도 웨이팅했던 기억이추운데 웨이팅하기 힘들테니 걍 다른 곳 고고,fmkorea
datecourse,그러고보니 다들 요즘 데이트는 어디서 해요?,집에서 보드게임 사서 놀고 넷플릭스도 보고 가끔 공원에 조깅도 갑니다,fmkorea
datecourse,저녁엔 반포대교 야경 점심엔?,한강 근처에 63빌딩 있으니까 아쿠아리움 가기? ㅎㅎ,fmkorea
datecourse,500일 롯데월드,사람 많은덴 피하십숑 호캉스 생각하는것도 낫베드 요즘 호텔가격 싸졌다던데,fmkorea
datecourse,첫만남해운대 쪽에 카페 어디가좋은데없나요?,차있으면 미포나청사포?,fmkorea
datecourse,부산 서면 맛집 도움!!!!!,삼정타워 위층에 괜찮은데 많아요,fmkorea
datecourse,서울에 실내 코스로 가볼만한데 있을까요?,아쿠아리이이이움~,fmkorea
datecourse,평택 오후~밤 데이트 할 장소 어디있을까?,궁평항?,fmkorea
datecourse,잇테이크투 같은 커플 게임 추천,오버쿡드 재밌긴한데 싸움나기 딱좋아여,fmkorea
datecourse,성신여대입구역에서 낙산공원 걸어갈 만한가요?,한성대정도면,fmkorea
datecourse,소개팅 요즘 어디서들 하시나요,차 있으면 드라이브,fmkorea
datecourse,익선동 카페 식당 추천좀요!!!,살라댕 방콕 괜찮았읍니다,fmkorea
datecourse,형님들 연남동에서 소개팅하는데 뭘하면 좋죠,소개팅이면 밥먹고 카페가고 끝 아님?,fmkorea
datecourse,1박 2일로 여친이랑 캐리비안 Vs 오션월드,오션월드 추천 옆에 대명리조트 좋음,fmkorea
datecourse,강남 주변 초밥,갓덴스시였나,fmkorea
datecourse,비오는날 데이트,시그니엘 ㄱㄱ,fmkorea
datecourse,내일 연차쓰고 종각역에 가는데 맛집 추천 부탁드립니다!,해지면 못들어가게함,fmkorea
datecourse,"여의나루역,63빌딩쪽 데이트 좋나요?",여의나루 한강이 진짜 예뻐요 물빛공원인가 분수인가 튼 애기들 좀 덜 뛰놀 지금 시즌엔 가도 좋고 버스킹 노래 들어도 좋고 물고기 좋아하면 아쿠아리움 가도 괜찮아요,fmkorea
datecourse,1차 술마시고 2차 카페 괜찮나요,반대로 해야하지 않을가요,fmkorea
datecourse,수원역 이쁜 카페 있을까요??,저도 궁금하네요,fmkorea
datecourse,백신 안맞은 애인들이랑은 다들 뭐하고 지냄?,pcr하고 여행가면됮지,fmkorea
datecourse,발레 기본 상식 좀 알려주세요!,솔직히 이건 켜무위키 나시는게,fmkorea
datecourse,크리스마스 분위기 나는 데이트 코스 어디가 있을깡,사람에 치일텐데,fmkorea
datecourse,데이트 코스 짤때 물어보고 짜는게 좋을까요?,가볍게 물어보는건 괜찮지 않나,fmkorea
datecourse,하남 맛집좀!,하남스타필드 안에 찾아보셈,fmkorea
datecourse,명동~ 을지로입구 맛집 추전좀요,nice time 2,fmkorea
datecourse,서울 데이트 장소 추천좀해주세요,나 때는 이태원이 그 조건에 딱 부합했는데 코로나 지난후 이태원이 거의 망했다는 이야기를 들어서 으음,fmkorea
datecourse,고속터미널에 간단하게 시간보낼 곳 추천가능하신가여,지하1층 노브랜드 경부선아래임,fmkorea
datecourse,샤로수길 어떤가요?,샤로수길 원더월,fmkorea
datecourse,한남동 술집 추천 부탁드립니다,주종이?,fmkorea
datecourse,합정 상수 쪽에서 밥술카페 추천좀요,술은 카페인바운드,fmkorea
datecourse,순천 데이트 가본사람?,순천만,fmkorea
datecourse,혹시 세종은 중심가가 어디임??,차라리 세종이랑 가까운 대전에서 만나는건 어때요?,fmkorea
datecourse,데이트 코스 질문,"볼링장, 롤러장, 만화카페, 보드게임, 마사지 많아요!",fmkorea
datecourse,1년된서울커플인데 데이트색다른거없을까요,스타필드 스포츠몬스터?,fmkorea
datecourse,다들 휴가 어디로 가시나요,저는 여친이랑 경주 갈것같습니다 2박3일,fmkorea
datecourse,오늘 군산가는데,전라도 오늘까지 눈온다 했는데 슬슬 안내리는 거 같아요,fmkorea
datecourse,영등포역쪽에 횟집 괜찮은 곳 있나요??,노량진,fmkorea
datecourse,고메램 가보신분?,삼성 가봄,fmkorea
datecourse,부산에서 돈 별로 안들고 할만한게 뭐가 있을까요,날 선선해지면 공원 가도 되고 뭐 그냥 카페가서 대화하면 좋지 않을까,fmkorea
datecourse,맛집 어플추천좀용,개인적으로는 다이어리알에서 나온데 찾아보고 갑니다,fmkorea
datecourse,수원 야행 가본적 있어?,사전예약해야하는거아니야?,fmkorea
datecourse,뻐킹 코로나 시기의 데이트는?,저도 코로나땜에 밥만 밖에서먹고 커피사서 차에서 시간보내던지 산책하려구여 ㅋㅋㅋ 자동차극장이나,fmkorea
datecourse,인천 송도 그 주위라인에 가볼만한곳 있나요?,자전거 타고 걷고 동물도 보고 싶고하면 인천대공원 가세요 인천사람도 잘 모르는 인천의 숨겨진 명소는 인천대공원,fmkorea
datecourse,합정 쪽 보드게임카페 괜찮은 곳 없나요?,에이스 보드카페,fmkorea
datecourse,홍대에서 소개팅하는데 코스 추천 받습니다,파스타먹으면서 와인하는곳 있었는데,fmkorea
datecourse,대구 맛집 추천 부탁드립니다,돈까스면 교동카츠 고고,fmkorea
datecourse,썸타는여자애랑 낼 뭐할까?,대화거리를 공부해서 메모해서 가셈 첨에는 그게 답이더라,fmkorea
datecourse,1000일 기념 홍대 or 망원 예약제 맛집 추천 부탁드려요!,해진뒤,fmkorea
datecourse,서울 비오는 날 데이트 코스 어디 갈까욤,어디를 가시던 종결지는 막걸리입니다 ㅇㅅㅇ!!!,fmkorea
datecourse,롯데타워에 할만한게 뭐 있을까용??,키친 205 딸기케이크,fmkorea
datecourse,유성온천 cgv 주변 맛집 추천좀 해주세요!,화덕피자 좋아하면 알텐데 가라 유성온천역 1분거리,fmkorea
datecourse,전주 근처에 여행지 추천 해주세요,"음 전주저녁야경은 오목대가서 올라가면 딱좋아 여기밖에 없어 그리고 다음날 아점으로 들릴만한 카페는 두베, 아니면 그날의온ㄱㄱㄱㅘ광코스는 딱히없음 궁금한거있으면 댓ㄱㄱ",fmkorea
datecourse,국내여행지 추천,안동도 괜춘 먹방,fmkorea
datecourse,강남역 잘알분들 맛집 추천 부탁드립니다,코스 좋은거같던데 강남에서 만나보니까,fmkorea
datecourse,벚꽃보러 가려고하는데,용산가족공원,fmkorea
datecourse,서울~경기 외곽 드라이브코스 추천좀요,팔당댐좋아요,fmkorea
datecourse,영등포 기가맥힌 식당 아시는 분,꽃삼 유명해요,fmkorea
datecourse,이번주 일욜날 한강 자전거 타기로 했는데 코스 여쭙고자 왔습니다,남양주쪽이 저전거타기엔 좋은데,fmkorea
datecourse,크리스마스에 서울근처 차타고 드라이브 당일치기 갈만한곳 추천점여,팔당댐쪽 개막힐거같은데 ㅋㅋ,fmkorea
datecourse,무지개튤립 선물해보신분 계신가요?,배달시키세용~ 요새 꽃 배달도 많이 시킵니다 ㅎㅎ,fmkorea
datecourse,호캉스가려하는데 숙박권거래하는 사이트잇나요?,티켓베이같은곳 들어가보셈,fmkorea
datecourse,"짝녀랑 전시회 가는데 팁좀 주십셔,,,,",혹시 무슨 전시회가시나요?,fmkorea
datecourse,토욜날 DDP 가려고 하는데 그 다음 일정이 고민되네요,익선동 ㄲ,fmkorea
datecourse,주말에 대실하려 하는데,저녁이면 숙박하시졍,fmkorea
datecourse,형들 광명에서 놀러 갈만한 바다 있을까요??,위 적힌대로 월미도 오이도 대부도 세개 추천,fmkorea
datecourse,선생님들 연말에 식당 어디 가시나요?,거의 국룰급은 레스토랑이나 이탈리안식당,fmkorea
datecourse,데이트 방법,엄마한테 물어보렴,fmkorea
datecourse,토요일에 내 실수로 지방 놀러가는거 못 가게 됐는데 ㅜㅜ,버스 타면 되지!,fmkorea
datecourse,홍대입구역 근처 맛집 있을까요?,연남동 란콰이진 목화솜 탕수육 먹으러 ㄱㄱ,fmkorea
datecourse,첫 연애라 그런가 데이트코스 짜기 어렵네유,구월동,fmkorea
datecourse,대전 데이트 코스 질문합니다 !,둔산여고 옆쪽 갈마동에 핫플 많아요 지도찾아보시면 많음 근데 웨이팅 많을수도 거기서 저녁 해결하고 바로 옆에 둔산동에서 술 ㄱ ㄱ,fmkorea
datecourse,세종근처에 데이트 할만한 동네있어??,세종호수공원 데이트하기 적당하고 분위기좋음 특히 밤되면 제가알기론 조명도 이쁘게 켜줘서 괜찮아요 추워서문제지,fmkorea
datecourse,다음주 수요일에 에버랜드로 수학여행 가는데 머할지 추천점,독수리요새,fmkorea
datecourse,경기도 바닷가,시화호?,fmkorea
datecourse,습한 여름날엔 어디서 데이트 해야할까요??,백화점?,fmkorea
datecourse,부산 꽃구경 할만한곳 있을까요?,딱 삼락생태공원 생각했는데,fmkorea
datecourse,이색데이트엔 어떤 게 있을까요?,나는 같이 발마사지랑 손마사지 받으러갔느데 좋았음,fmkorea
datecourse,주말에 차끌고 달맞이고개 가면 많이막히낭?,응 주말에 달맞이 많이 몰리고 이번주는 비오잖아 가지마,fmkorea
datecourse,소개팅 만남 장소 순서,1시면 시간대 졸 애매한데 보통 각자 밥 먹고 3~4시 만나서 커피 좀 하다가 영 아니면 커피만 마시고 쫑 맘에 들면 저녁 먹는게 국룰임 1시면 밥 타임이라서 밥 먹긴해야할듯,fmkorea
datecourse,12월에 여자친구랑 대구 동성로 1박2일 데이트코스 추천 받을 수 있을까요 ㅜㅜ,시내엔 청라언덕 이외엔 볼거없는뎅;;;,fmkorea
datecourse,속초 해변 보이는 분위기 괜찮은 맛집 있을까요?,해변은 아니고 청초호 보이는 청초수물회,fmkorea
datecourse,거리두기로 인한 데이크 장소 어디가 있나요??,드라이브정도말곤 생각이 안나네요,fmkorea
datecourse,곧 2주년인데 뭐하는 게 좋을까,차박 어때요?,fmkorea
datecourse,광교에서 인천 중간,강남?,fmkorea
datecourse,강릉에 2박3일 놀러갑니다 맛집 추천좀 해주세요!,"독도네 꼬막집, 버드나무 브루어리",fmkorea
datecourse,수요일에 한강에서 데이트하기로했는데,서울 사람 아니라서 패쓰!!,fmkorea
datecourse,크리스마스에 다들 어디로감?ㅠ,나홀로집에,fmkorea
datecourse,오늘 여친 생일인뎅 경복궁 야간개장보기로함!야간개장할때까지 근처에서 놀거 추천점!,익선동 살라댕방콕,fmkorea
datecourse,종로3가 근처 갈곳 어디가 좋을까요~!?,익선동에 온천집이라고 샤브샤브집있는데 유명하더라고요 운좋으면 대기없이 먹어용,fmkorea
datecourse,후토마끼 맛있는집 아시는분 계신가요?,그냥 웬만한 스시가게 가면 앵간치 해요,fmkorea
datecourse,6년차 커플 생일코스질문,"심야영화라던가, 별빛 경복궁투어",fmkorea
datecourse,봉은사 데이트코스 잘 아시는분!!,근처 코엑스가 무난무난하긴하죠,fmkorea
datecourse,중랑구청 사거리 쪽에 가볼만한 식당,중랑구민이지만 다른곳 가시는걸 추천 ㄷㄷ,fmkorea
datecourse,하남 스포츠몬스터 주말이나 휴일 이용해보신분,별로 안 길어여 인기 코스 빼곤 기다리는거 거의 없을듯?,fmkorea
datecourse,연애첨인데 점점 데이트 코스 고민이에요 ㅠㅠ,맨날만나면 어캐맨날짜요? 평일은 데이트해도 간단하게 만나고 가고싶은곳잇으면 주말에가자고 해요,fmkorea
datecourse,여친생일날 데이트 코스 추천 해주세요 형들,대학로 서울대공원은 너무 코스가 빡씬디 호텔에서 호캉스하시는걸추천,fmkorea
datecourse,내일 롯데월드 사람많을까요???,돗대월드보단 기왕이면 에버랜드가 나은듯,fmkorea
datecourse,9월 중순 물놀이 가능함?,추워도 하셔야할듯,fmkorea
datecourse,요즘데이트로 한강 서울숲 어디가 나을까요?,토욜 일욜 나눠서 둘다 가셈 요즘날씨에 둘다아까움,fmkorea
datecourse,내일 급하게 소개팅 잡혔는데,김포공항서 밥먹고 제주도 카페가시면 되겠네요~,fmkorea
datecourse,최근에 한강 다녀 오신분들 데이트코스 추천좀 해주세요!,산책 치킨먹기,fmkorea
datecourse,군산 예카 맛집 추천 부탁드립니다,예카가 예쁜 카페가 아니길 기원합니다,fmkorea
datecourse,여의도 부근에서 데이트 할만 한게 머가있을까요?,더현대,fmkorea
datecourse,30일차 20대 초반 커플 1박2일 여행지 추천해주세요,강릉 추천드랴요,fmkorea
datecourse,여의도쪽에서 한강말고 갈만한곳 어디가 있을까요?,더 현대 괜춘합니다,fmkorea
datecourse,틴더에서 만난 애랑 만나려하는데,도스타코스 ㄱㄱ,fmkorea
datecourse,신불당에 한잔하기 괜찮은 곳 있나요?,천안?,fmkorea
datecourse,데이트할때 영화보고 밥먹고 차마시고 말고 뭐하지,집데이트,fmkorea
datecourse,혹시 한국영화에 영어자막 넣어서 상영해주는 영화관도 있나요?,난 보진 못했음,fmkorea
datecourse,토끼정? 가본 사람?,토끼정 초밥은 안파는데ㅜㅜ 초밥 먹고싶으면 은행골 가봐 맛있다,fmkorea
datecourse,최근 강남쪽 전시회가보신분,위대한낙서 칭구들이 조타던뎅여,fmkorea
datecourse,서울 내일 영하 15도 되는거 같은데 뭐하실건가요?,더현대여의도 영등포타임스퀘어 잠실롯데내일은 실내 어디든 박터질거임;;,fmkorea
datecourse,청풍호 가려는데 팁 있읍니까?,청풍호는 낮에 그 덜덜거리는 모노레일같은거 타고 산 올라가서 보는게 좋던데,fmkorea
datecourse,소개팅 한정식 레스토랑 추천좀,권숙수,fmkorea
datecourse,월드컵경기장 하늘공원 대중교통으로 갈만 한가요?,걸어갈 만 해요,fmkorea
datecourse,여름에 놀러갈 곳 있을까요?,여름엔 실내가 좋긴한데 잠실에서 놀다가 석촌호수 한바퀴 돌고오기 어때욤,fmkorea
datecourse,평일날 저녁먹구 어디가야함?,차에서 데이트염,fmkorea
datecourse,성신여대 쪽 맛집 추천 좀 해주세요!,칵테일 괜찮으세용?,fmkorea
datecourse,명동 그 신세계 백화점쪽에,그쪽 백화점들 크리스마스라고 엄청 꾸며둬서 그것만 구경하면서 다녀도 재밌을듯,fmkorea
datecourse,공릉태릉입구 참치 잘하는 곳 어디 없나요,공릉은 아니고 상계역 근처 곤조참치 맛남,fmkorea
datecourse,서울에서 당일이나 1박으로 여행갈만한곳 있나요?,케텍타고 강원도 함 오십쇼 다른덴 교통이 렌트해야되거나 골치아프고 힘들고 강릉정도,fmkorea
datecourse,강남역 소개팅 할만한곳 있을까요?,저도 강남에서 돈까스 먹었어요!,fmkorea
datecourse,대학로 소개팅 장소 ㅊㅊ 부탁드려요,프리모바치오바치 좋아요!,fmkorea
datecourse,요즘 석촌호수 어떤가요??!!,요즘 날씨도 선선해서 좋을것 같은데 그만큼 사람 미어터질것 같아ㅋㅋ,fmkorea
datecourse,여친이 감기 대자연기간인데요,호캉스,fmkorea
datecourse,신촌역 주변 갈만한곳,신촌보단 홍대,fmkorea
datecourse,양평 길조 가본사람있음????,여기예약하기 빡시다던데 나도궁금하다,fmkorea
datecourse,이시국 데이트코스조언좀 부탁드려용,최근에 대학로에서 식당 방탈출카페 창경궁 갔었는데 괜찮았어요,fmkorea
datecourse,저번에 연락 끊겼던 친구랑 부산여행가기로 했는데 둘이 갈만한 곳 추천,무슨관계에요?,fmkorea
datecourse,수도권 근처에 바다 보러가기좋은곳있나요?,월미도보다는 제부도가 좋아요,fmkorea
datecourse,2년만에 소개팅했네요 서울 맛집영화관 코스로 추천할만한곳 있을까요?,데이트팝 어플 ㄱ,fmkorea
datecourse,우리나라에서 안가본곳 없는데 갈만한곳 추천 좀,남해 안갔네 독일마을이나 아니면 그 해안가따라 운전만해도 재밌음 ㄹㅇ,fmkorea
datecourse,코시국에 데이트 어디로 가십니까?,호캉스자주감,fmkorea
datecourse,오늘 경복궁 야간개장 가는데,야간개장하니까 간장게장먹고싶네,fmkorea
datecourse,서울세계불꽃축제,츠쿠모 추천,fmkorea
datecourse,첫 타지 여행,이동수단이 뭔가여? 고속버스면 어느터미널?,fmkorea
datecourse,비와도 커플끼리 여행 갈만한 곳이 있을까요?,당일이에요 ?,fmkorea
datecourse,평택에 점심 저녁 괜찮은데 있을까여?,평택 땅이 워낙 넓어서 평택 어디쪽 가는지 알려주셔야할듯,fmkorea
datecourse,다음주에 소개팅이 있는데 장소를 못 정하겠습니다,주선자한테 음식뭐좋아하는지 물어보는것도 좋다,fmkorea
datecourse,경남 사천이나 진주에 처음만나서 밥먹기 좋은곳 있나요!?,진주육전냉면?,fmkorea
datecourse,100일이랑 크리스마스랑 이틀차이나는데 온천어떰?,온천 개굿굿,fmkorea
datecourse,#청자#형들 일요일에 데이트인데,내 스타일은 마지막에 중간에 차이면 갑분싸 ㅋㅋ 자신있으면 아무대나,fmkorea
datecourse,장소 추천 좀,망원동에 카페 나하 괜찮았어요 아기자기한 일식점 오므라이스 굿,fmkorea
datecourse,천안 신불당쪽 괜찮은 곳 있나요?,거리 엄청 멀구요 버스로 30분 가량에서 더 걸릴 수도 있는 거리에요 그리고 신불당 카페 식당은 ㄱㅊ데 술자리는 두정동 가셔야할듯요,fmkorea
datecourse,요새 다들 평일 데이트 어케 함?,자동차극장?한강?,fmkorea
datecourse,지방러 커플 서울 놀러갑니다~,서울가면 문래동이 그렇~~~게 가보고싶던데 ㅠㅠ 서울은 미쉘린이 많아서 제일 메리트있고 맛집은 잘모르겠네요,fmkorea
datecourse,토요일에 63빌딩 아쿠아리움 가려는데,플러피 괜춘했음 그리고 거기서 좀 거리있는데 스시젠도 괜춘,fmkorea
datecourse,주말에 사람없는 서울 지역 어디있을까요?,주말에 사람없는 곳이라면 여의도나 강남 직장가 가보면 사람 없던것같음 물론 다른데에 비해 없다는거ㅋㅋ,fmkorea
datecourse,소개팅 하고 두번째 만나기로 했는데 간술 할수있는곳 알려주세요,브롱쓰나 가라,fmkorea
datecourse,뉴욕 마지막 밤 힘든 누나 데리고 어디 갈까?,스테이크 하우스 어때,fmkorea
datecourse,잠실역 근처에서 교통수단거리 내 어다 데이트 좋은 곳 없을까요?ㅠㅠ,송리단길 석촌호수,fmkorea
datecourse,오사카 난바 가볼만한곳 추천좀,여친이 단거 좋아함?,fmkorea
